date,from,value,comment,woofs
2024-11-13 23:09:34,EQAeJsu1wagXNNq-gjPbRKYSSMkqcoAmZE5A9FqN7CNti73R,3.43,3.43 TON Ref#GAZTOMJTGU======,7485.0
2024-11-13 23:10:17,EQClXN2tFQAvZqtpKAdoQQ1ewLK-EE6U8TW-GjmUWhgsYWr0,3.92,3.92 TON Ref#GAZTOMJUGI======,3631.71875
2024-11-13 23:13:25,EQCD86iwKXMGiaRMom4LGC5QV2ZoXVdCcb4udDUJtDQma-YI,3.0,3 TON Ref#GAZTOMJWG4======,14797.0
2024-11-13 23:13:44,EQD-h04su7WWmk4NwuebNZAuxQVi985XcmbMoD5obpUymLWm,5.0,5 TON Ref#GAZTOMJXGQ======,1.0
2024-11-13 23:14:49,EQDc6kuybNPE1xxtP27ag9u3cyV9HS8eSKzXd_yLuf0BIWmo,1.78,1.78 TON Ref#GAZTOMJYGM======,101412.8
2024-11-13 23:16:50,EQDLdO258RoTMxCB9O4_aZ8QTHjehuFMorppZLSrlMesdBP8,2.97,2.97 TON Ref#GAZTOMRQGA======,15445.0
2024-11-13 23:18:09,EQCAjOHYBLoqP0IonsRJ3FYiZZwbNnwmoKZn-e6z9mrjwurd,3.36,3.36 TON Ref#GAZTOMRRGA======,8546.0
2024-11-13 23:19:03,EQBryE_QAv8oa2yVtS3PNS8BJqI_uq8cxL9KVTc9J-i_I8pB,4.95,4.95 TON Ref#GAZTOMRRGU======,4.0
2024-11-13 23:19:24,EQACyNOztfuMHCCrS6wqUM3jyKAOa3i8Cn8luxyqe22kVDGq,2.71,2.71 TON Ref#GAZTOMRRHE======,23406.0
2024-11-13 23:21:49,EQBH_Soju_mOHCmhjaVliZW9rAmDQyJHohFrv6mIER-KVukL,2.64,2.64 TON Ref#GAZTOMRUGM======,26000.5
2024-11-13 23:22:11,EQC2gvjKsjgrEIVW6hXkYif0xamppoPX-bLUQyoo4wrDWdkw,3.24,3.24 TON Ref#GAZTOMRUHA======,10138.0
2024-11-13 23:23:19,EQAIICjMC2OyZKKk9toUYcSaY9jNTMnAPZsRwsGZumzXbjcM,1.94,1.94 TON Ref#GAZTOMRVGU======,78747.0
2024-11-13 23:23:45,EQDCZZ73FPaz6_Va1_DVfCKFRq574sjtBfSdsORGIC2Sc1Bb,2.6,2.6 TON Ref#GAZTOMRWGA======,27710.75
2024-11-13 23:23:47,EQBW9KRp_DNV1HpReJYTTHkoWtst0fj5LdoIjbv5LOTu1zsP,3.37,3.37 TON Ref#GAZTOMRWGE======,8428.0
2024-11-13 23:24:01,EQCdjcYuDg5cztMhUOghU6q0oDIA5pOZL9miILnNoLEYrxqZ,2.82,2.82 TON Ref#GAZTOMRWHA======,19750.0
2024-11-13 23:25:12,EQCMkiLiEAydlu-KiiI0zCABG7XlmxgjZ3laui9eLYK9MQtM,5.0,5 TON Ref#GAZTOMRYGA======,1.0
2024-11-13 23:26:55,EQA0l09OIa-voVD8LL6rQUAtRlO0GMQp7vQ_kk4bcGBDcSqR,3.32,3.32 TON Ref#GAZTOMRZGM======,8988.5
2024-11-13 23:27:59,EQACiYpBqPgqAC3VF6fw3TIZXI2-De5MBpcwPdV8DS4OHCTQ,5.0,5 TON Ref#GAZTOMRZHA======,1.0
2024-11-13 23:28:29,EQC-TolWFc8W82K8uukk_toYJ4srNDPMavYTZlBtcjXg4g8Z,0.68,0.68 TON Ref#GAZTOMZQG4======,505696.77777777775
2024-11-13 23:29:08,EQAMKVzN9oSe7QqIXt9oKDqTEDrBZuX32ofZc_1Hz3vQCZ2W,1.73,1.73 TON Ref#GAZTOMZRGQ======,109766.33333333333
2024-11-13 23:29:11,EQClZwJ-LGRb6q_AbFBe9Hw3_CuFOcnYyzanYYy9-RUg0OmS,2.87,2.87 TON Ref#GAZTOMZRGA======,18099.0
2024-11-13 23:29:35,EQCHHt5agp4TmXIKGuuZ1ZXZcruI7pq56Zm7a7oKOINsJFVU,5.0,5 TON Ref#GAZTOMZSGE======,1.0
2024-11-13 23:30:41,EQDnKYfakPWDr5P2MUfbrqZCloRaa7zzqm_CsXE-_5kXCMtP,5.0,5 TON Ref#GAZTOMZTGI======,1.0
2024-11-13 23:31:27,EQAI6Ba4evSURGz5PzTLDuDEzZ7f4tTJLr8wIMCRpaOyzJTg,2.19,2.19 TON Ref#GAZTOMZUGM======,53317.0
2024-11-13 23:31:32,EQDXAU8AsCnJ_6NpOfzbuyr6X8iVWNQDxdjJOxSy5ORt4h2o,2.52,2.52 TON Ref#GAZTOMZUHA======,31425.4
2024-11-13 23:33:00,EQD-Uc7gSmCIjMTqssFEV-Mp7nQpDyK9zRf5xGlA9dIDd3My,2.88,2.88 TON Ref#GAZTOMZWGI======,17804.0
2024-11-13 23:33:47,EQA3eDbJ72GK5wjz7U9bnIt9xJGavJ9l2QaX4uKx_InUQRUK,3.47,3.47 TON Ref#GAZTOMZWHA======,7072.0
2024-11-13 23:33:49,EQD7el6_ev9cECXykV2022r_iBedt6Qa8mCnvGcplRm2ClD1,4.43,4.43 TON Ref#GAZTOMZXGA======,1524.4
2024-11-13 23:34:24,EQAQUebfGxemW0Jscjir93HJHKuIHzouVALzpRG0LZ9ZoAcJ,3.38,3.38 TON Ref#GAZTOMZXG4======,8310.0
2024-11-13 23:34:59,EQClS1D_c489ku9ThsANVtDpTdl9jAmjz1BgMNBsKBVDEvLg,2.55,2.55 TON Ref#GAZTOMZYGI======,29970.666666666668
2024-11-13 23:35:41,EQD1n5ffdcGuxaj8MbC3rjotntf21PqKuuaVfzi5ss9cUy7U,3.43,3.43 TON Ref#GAZTOMZYGY======,7485.0
2024-11-13 23:36:17,EQDp33bY_pCDpMPr8Svra9YO9X7qJ2p6Hh2_4nibG256ihV0,3.93,3.93 TON Ref#GAZTOMZZGM======,3593.0
2024-11-13 23:39:01,EQDHuWi0TUB11qr6cMxAwYWVqFv1MFLw7OB_ZrebzenjsEjW,5.0,5 TON Ref#GAZTONBSGA======,1.0
2024-11-13 23:39:15,EQBlGkafVijr5vjxvNbhQDjFQPgYDIVLC0-bVNJe-TN-1TCB,5.0,5 TON Ref#GAZTONBTGE======,1.0
2024-11-13 23:40:23,EQCcTdZmiOM3f9_m7roHmOt9QhZCC8v3u70e2tixxzGO0vY2,4.9,4.9 TON Ref#GAZTONJQG4======,9.5
2024-11-13 23:40:26,EQCySZZg0N_ORSWH9LRQKiTXMZ0wfzvGTOp6mXx_2o3JtgnH,2.15,2.15 TON Ref#GAZTONJSHA======,56634.0
2024-11-13 23:40:31,EQBaCvMLSROa_ny1IJi9iOjicdeQCDMW0PsjQ0Di6F5y5K2d,2.72,2.72 TON Ref#GAZTONJUGM======,23170.0
2024-11-13 23:40:58,EQD2hde4iFPnD6nLB65xqoFGd0xbAmqm14oz6PunXf8W_z9d,3.6,3.6 TON Ref#GAZTONRTGQ======,5775.0
2024-11-13 23:41:16,EQACrPWkgl9ec02jOjS2uHBn5jdX4gH0qPCn8gQq-ngZUMxz,2.62,2.62 TON Ref#GAZTONZQGU======,26826.0
2024-11-13 23:41:16,EQAkl4W9dhvgMoeULcUxfSVEW2uJeZVeQK0xR5T2mSJbq3jy,2.3,2.3 TON Ref#GAZTONRWGM======,44492.4
2024-11-13 23:41:18,EQBKtxrKGVk-6P_r3_0suG_ukANR35PfBuX5FBW2ntr708lR,5.0,5 TON Ref#GAZTONRZHA======,1.0
2024-11-13 23:41:34,EQA2TUvyMzR1TfQJaA7srnljZe2TnAkktpx6SOxbVcBGLvd1,3.66,3.66 TON Ref#GAZTONZXGU======,5244.0
2024-11-13 23:41:46,EQC2hcoe4LXUocDPPdzOeCPLeJ7FsXMby2M88LOYVxmF4BB0,3.24,3.24 TON Ref#GAZTONRQG4======,10138.0
2024-11-13 23:41:55,EQC-zH8_mAShiYsMRdsg5NWH93do0ho_k5sKkboZCWbVOXrs,3.45,3.45 TON Ref#GAZTOOBRGE======,7249.0
2024-11-13 23:42:04,EQAHqpwg2ZM-x_qKW8v5CbaKqMfjkWkIMeiPPIW7eHPaiWyA,3.5,3.5 TON Ref#GAZTONZXGI======,6895.0
2024-11-13 23:42:05,EQC3YVbId7QZCd126PVszySGOpLyEP9tXVGQLWe6n65VM85z,2.39,2.39 TON Ref#GAZTOOBWGM======,38678.0
2024-11-13 23:42:20,EQB845xjvxPa234W9renzotT1T-iUIddZ6WAjGeeP6UoBy8d,2.68,2.68 TON Ref#GAZTOOJSHA======,24526.0
2024-11-13 23:42:27,EQCjKgC6t5oBeDJMrddp0CRd0cSKoKUmm1WPvLhed0DJId1m,2.5,2.5 TON Ref#GAZTOOJSGA======,32457.5
2024-11-13 23:42:27,EQD6TxTWEBHioJZOPcZ9ZUWbg3RDqdVHeEpXepineqJeYdRm,3.28,3.28 TON Ref#GAZTOOJRGA======,9578.5
2024-11-13 23:42:38,EQBgZM0tdm8gvYRu-eV5mcrnKNAFv7CgrUMPrABaJ7NfujK6,4.8,4.8 TON Ref#GAZTOOJXHA======,91.26666666666667
2024-11-13 23:43:31,EQBAEhl5l5eE2QDPSaTfQqEHYrVuQrf22qmMA4GmZlfV4aZZ,2.83,2.83 TON Ref#GAZTQMJWGQ======,19317.333333333332
2024-11-13 23:43:39,EQCgipuI5ujOpW5849uXxeC_wE-NrBta8BQL2lvJHBxMmzud,2.69,2.69 TON Ref#GAZTQMJZGA======,24113.5
2024-11-13 23:43:40,EQDmwYvVPyLJHY4tXFPMZV5y0gr-qDldDDmD07aKB4xatXa_,2.78,2.78 TON Ref#GAZTQMJVHA======,20870.0
2024-11-13 23:43:45,EQBf9foOVCuLqSm4nrzaNDPph3G6VMhrYvGrz44WcHvdCjzQ,4.84,4.84 TON Ref#GAZTQMRQGU======,36.8
2024-11-13 23:43:45,EQBUMf-9MNzTm0yALvIdvdwt6Oith6HKhzHnynLlidzZuFZC,3.1,3.1 TON Ref#GAZTOOJVGE======,12674.0
2024-11-13 23:44:03,EQAIblrNsJyEOLt-DX8Ow-iQ-0t4ZrbaJ0recCraQoEZn5EQ,5.0,5 TON Ref#GAZTQMRVGI======,1.0
2024-11-13 23:44:07,EQAcbOIn75x6bXuA_LNVze6daez0O4vzdf0KDk7J2vxtCtWP,4.85,4.85 TON Ref#GAZTQMRVHA======,30.0
2024-11-13 23:44:26,EQCkYKy2p9WZfhMEGKB2_zTH2hYW_uMKVYh-7Pcv96HNv2ox,4.24,4.24 TON Ref#GAZTQMRWGY======,2715.1915432291225
2024-11-13 23:44:35,EQCj8_VkrgOxC2hy_dvfIXf6avQgHyYiuX5FaxVs780jSVg-,1.78,1.78 TON Ref#GAZTQMZYGQ======,101412.8
2024-11-13 23:44:41,EQB_qpCfCh8oCRIlzInW7GmHRIth9DW9PvHoYJ7QpfyuEb99,2.3,2.3 TON Ref#GAZTQNBSGA======,44492.4
2024-11-13 23:44:55,EQBzBbyuXJqhyWt-OB7YS1SgqaT543UTGTfSIVJW-aoEERir,2.77,2.77 TON Ref#GAZTQNBUGE======,21224.0
2024-11-13 23:45:10,EQA_efXhn3ki3lMVkplmCgfESMa9koKdSeHjA6Gmufq9N5Lz,1.26,1.26 TON Ref#GAZTQNBVGY======,230455.81818181818
2024-11-13 23:45:11,EQBXOSobXJiB1E5W-TmY6ZRYJ-kW-gJ80QP3nTrmfRDkdZtu,3.17,3.17 TON Ref#GAZTQMZZGY======,11377.0
2024-11-13 23:45:24,EQAkKqLZGoY-LcYo4CWczSiPLN457TWbIPbfcUqRrn2rUStJ,4.2,4.2 TON Ref#GAZTQNJTGE======,3091.290518272668
2024-11-13 23:45:48,EQDhXwVxvT5ns_hw_l0jQ_9B62jwDCyDbWw9CejEYc5eb7ve,4.9,4.9 TON Ref#GAZTQNRSHA======,9.5
2024-11-13 23:45:51,EQBBuaQ7z_1aDXsC_B6O3QtXyO-QaadlGxdPa-B5fuxBUJ33,3.24,3.24 TON Ref#GAZTQNJZGE======,10138.0
2024-11-13 23:45:55,EQAcHR_gnLWyGT2w3JIJGJT2kZoP3u-SiRqEr1lmxVu64iNy,3.24,3.24 TON Ref#GAZTQNRSGU======,10138.0
2024-11-13 23:45:55,EQBgo9vIjW51XW__4EfDvSrP4Q7RDP_A7gCxs0Rx4txOgOxt,5.0,5 TON Ref#GAZTQNRTGQ======,1.0
2024-11-13 23:46:12,EQDmnOIBqKxSUo1ZGfRdibisyosqMkAticdiqvBFRH9TS3J1,3.04,3.04 TON Ref#GAZTQNRXG4======,13882.5
2024-11-13 23:46:14,EQAQ3xdrvGMLkvQWJkQXCJ_IkmN-ac0nOUJNELmwduSh4avO,3.51,3.51 TON Ref#GAZTQNZRG4======,6659.0
2024-11-13 23:46:15,EQBzrPhnTTjnBKcAx8ouUJllT7QpwlMc3mLx6DhEcSHvqRez,2.17,2.17 TON Ref#GAZTQNRXGM======,54975.0
2024-11-13 23:46:24,EQAgiAhVpdPEn-_yuOg_bnlMre36OTOw6d7_ibcnWlBUGDw6,5.0,5 TON Ref#GAZTQNZSGA======,1.0
2024-11-13 23:46:33,EQCsCZw3jYRZseUIiG56TH4KHU-4_ikfp9eNTM6vqrziAMMr,2.66,2.66 TON Ref#GAZTQNZYGU======,25175.0
2024-11-13 23:46:49,EQAPdG6YQ4fyIa3zzxnCjChzF5SB980974JBH9X9EdSSpZcq,2.04,2.04 TON Ref#GAZTQOBSHE======,67506.0
2024-11-13 23:46:49,EQCQKISxvCw9RYophTYqJnmZozV38m6T2cmmjLLNuKb9jano,2.44,2.44 TON Ref#GAZTQOBQGQ======,35700.5
2024-11-13 23:46:53,EQA6wv49UD7EBKRoY7xBnSPhIXVHKx0nwZ6Sf2MGV1RPiWjN,1.73,1.73 TON Ref#GAZTQOBSGU======,109766.33333333333
2024-11-13 23:46:55,EQDXrwT4Pupt9ioPwRlE1mI0AOZqolySj3qJ68J-YTbV5Fsq,3.7,3.7 TON Ref#GAZTQOBSHA======,4949.0
2024-11-13 23:46:58,EQBQy2MUocDSHpD4L-6BJhGA4bFGk2Ewx6wtfo30nXSoOqNO,3.22,3.22 TON Ref#GAZTQOBUHE======,10551.0
2024-11-13 23:47:01,EQC2pt9NvRbi9D4i0LvF4HKu5YGIeLgTLhCzV-vb7RDAe4r-,3.43,3.43 TON Ref#GAZTQOBTHA======,7485.0
2024-11-13 23:47:01,EQAU0i1_FDKFiWtdYBDtM11a8xIn0rHoS5-5qqDITQ4idMKc,3.71,3.71 TON Ref#GAZTQOBVGI======,4890.0
2024-11-13 23:47:20,EQCiUXVp__vfFxj9qTxanf7t2q2gGOFTnjAx77uplV9Srk97,2.69,2.69 TON Ref#GAZTQOJRG4======,24113.5
2024-11-13 23:47:44,EQDiCYGclRTnXHYScTB0YeJmC6esk7cDqPLuawnaGWxHRjCE,1.56,1.56 TON Ref#GAZTQOBRGI======,143888.5
2024-11-13 23:47:53,EQBANj7qES7FZa26GP_naSTVfxFQq3-8UFefiUCRHWSi_IW8,3.9,3.9 TON Ref#GAZTSMBQGM======,3696.25
2024-11-13 23:48:14,EQBFv830jQNCZChun_cVNC41YKCAJfP3OkSQNh6YBwtKmDBD,1.87,1.87 TON Ref#GAZTSMBTGU======,87899.33333333333
2024-11-13 23:48:17,EQCgJix_m8i5V2HSaV26DWFQYUSW9x0bxj8C7MEifk8RYmae,2.98,2.98 TON Ref#GAZTSMBWGU======,15210.0
2024-11-13 23:48:22,EQDVGXH9NkcuF73JtmiEQnrwCP7c4Iy6ArOs2c71hDePmyJn,5.0,5 TON Ref#GAZTSMBZGA======,1.0
2024-11-13 23:48:28,EQBKoHmU5GLbtebUuPsC43YW0XMsXnrAYq0vgewoInvxwX7W,2.0,2 TON Ref#GAZTSMBZGE======,71560.33333333333
2024-11-13 23:48:29,EQCBz_65OKQSYuaWM-_R2S1BIOqZnGKUPdkCyMa7qM-f_frh,4.74,4.74 TON Ref#GAZTSMBZGY======,357.13461538461536
2024-11-13 23:48:31,EQB-awI-mO6hWFQwKRdErLf4aVB4gEA5isWX7r2ui1B4q2oL,3.44,3.44 TON Ref#GAZTSMJQGU======,7367.0
2024-11-13 23:48:38,EQDsgUHYwNVFtBpwLdQ0E7vKLvv7wL1NZKlgXMK9aj2nbeG0,2.8,2.8 TON Ref#GAZTSMBZHA======,20281.0
2024-11-13 23:49:19,EQAovqAADzoDy-U-CbtMTiPGOAepgksvmgcCNbs1KtsW-rVn,3.43,3.43 TON Ref#GAZTSMJZGM======,7485.0
2024-11-13 23:49:19,EQAckv70zXHXd5pQgwmgemhv6N3qivy3eiiKRZQS-2WD10dO,2.12,2.12 TON Ref#GAZTSMJZGA======,59398.0
2024-11-13 23:49:19,EQBAfrOcw24AFy7CM-KHYzYjQlvZrPlctQrrgMYAAJbz64zt,2.47,2.47 TON Ref#GAZTSMRQGQ======,34079.0
2024-11-13 23:49:25,EQB3J5VnmQ7K9La7AJOGhx23L16pnMvOX6bzjdkcPThR-Yse,2.04,2.04 TON Ref#GAZTSMRTHA======,67506.0
2024-11-13 23:49:28,EQBXuNgsLs2dR7v5CZJHFgGWYkzJkFoO8XiCrHneD47zhi9p,3.68,3.68 TON Ref#GAZTSMRUHA======,5126.0
2024-11-13 23:49:43,EQBj-dI2DQoS5DTEzw9OOu6LIuhGhVg5zq2FW_-Vv9nG-dIb,2.98,2.98 TON Ref#GAZTSMRXHE======,15210.0
2024-11-13 23:49:46,EQAxc2MVLBbW9oXB1uv2NxAHzdq-AETq-BLpNB1ORnroQ57e,3.0,3 TON Ref#GAZTSMRYGM======,14797.0
2024-11-13 23:49:53,EQC5He5YPsOY9ynK8NasA9ePURlBjiDbB5pKJw1AUBXn7Ki3,2.83,2.83 TON Ref#GAZTSMRZGQ======,19317.333333333332
2024-11-13 23:50:03,EQBOfpf6hDh9LJrVGy7UcdSuwuVFg8ZL4D3zjMcAS6nQVHxL,2.79,2.79 TON Ref#GAZTSMZQG4======,20575.5
2024-11-13 23:50:27,EQBD-XTX4SNNGaANQyFPniwGtxGgA3qXJj54GurC-nmk7HwH,3.11,3.11 TON Ref#GAZTSMZYGU======,12438.0
2024-11-13 23:50:36,EQCZvvPyc50VDo-x9eKpnDJQhwkLW1DSLOd5APrnumTKmAPD,3.15,3.15 TON Ref#GAZTSMZYGA======,11730.5
2024-11-13 23:50:45,EQCtg14OU7asGw-oShUntEUCXavO1w1renYfgZRhDph2d_QY,3.87,3.87 TON Ref#GAZTSNBQHA======,3829.0
2024-11-13 23:50:56,EQAonoWp2TbNTGkCISeCUCV0jLaaYL5EyWhp_fGH8EkTQEO7,4.25,4.25 TON Ref#GAZTSMZQGU======,2437.7624382812282
2024-11-13 23:51:05,EQDO3DoNlFVRYQYqOQbDnQJ2pbTe_xKSpqipoTMukd5_pSnu,2.16,2.16 TON Ref#GAZTSNBWG4======,55712.5
2024-11-13 23:51:05,EQDwTJDXbY6Ouhv5r_nJM029jhaAenFUWwrs1hxUfM6FOv_H,2.98,2.98 TON Ref#GAZTSNBWGM======,15210.0
2024-11-13 23:51:05,EQA2nZPjJjoOFTPYcA2GPc9xn7lyNCkteiogsLMQsukrLUv-,2.24,2.24 TON Ref#GAZTSNBXGU======,48899.333333333336
2024-11-13 23:51:05,EQAt1LcmosKnUD7RyWYW_LdwAIthG_UaAFCixGU1tpLjRAnt,3.56,3.56 TON Ref#GAZTSNBXGE======,6188.0
2024-11-13 23:51:05,EQAo0MX0NdbCg_CUNb2tkrs8FyLeeGW7urzAbExI2JJ6jT6E,2.39,2.39 TON Ref#GAZTSNBVG4======,38678.0
2024-11-13 23:51:05,EQCbJ2gXNqNHN-Kc3dh_EkJ08qixhfni_3Uap_E0EBTTBqYG,3.68,3.68 TON Ref#GAZTSNBWGQ======,5126.0
2024-11-13 23:51:29,EQB_LcOw_bxg6IyatrvVL6ueFIlMvF0TKTaSAKL2tjazcg4E,3.22,3.22 TON Ref#GAZTSNJQGU======,10551.0
2024-11-13 23:51:30,EQCKR7Z8vuPFKJ4yXjBIg4AaphN5d7TZLTxpp5wQVEaX0vOf,2.3,2.3 TON Ref#GAZTSNJRHA======,44492.4
2024-11-13 23:51:33,EQA-fPGAlqxJs3pxW8pSw_yu_I7JGJOGu9pEPFhb6QeehWYF,2.16,2.16 TON Ref#GAZTSNJRGE======,55712.5
2024-11-13 23:51:44,EQDC4QP2svpPAXS4_7FrPSSht8w7xxNJfXsiaKdzB1bM5uwh,2.66,2.66 TON Ref#GAZTSNJUGE======,25175.0
2024-11-13 23:51:52,EQAxDjFUtmHm_o6HIiNP_RlHCyum9bMqsb3go5zsfcaDaXgD,2.3,2.3 TON Ref#GAZTSNJVGI======,44492.4
2024-11-13 23:52:19,EQBmxXHGZwCQqTrYzHfYEXFcmdTnlkM656w1wnyni2ia0Qyc,3.24,3.24 TON Ref#GAZTSNRQG4======,10138.0
2024-11-13 23:52:31,EQDA0pNW9GiEFP5rvhlZuH660GqSwWnFhm2G0FaRaKmYpoJq,3.47,3.47 TON Ref#GAZTSNRTHA======,7072.0
2024-11-13 23:52:35,EQCjF5toCPhHXAKnHwm_fQhcNbw1SuiS9Xzj7T0HylKk2a19,2.84,2.84 TON Ref#GAZTSNRUGU======,19042.0
2024-11-13 23:52:37,EQAwj2A0wL0Q1UuxBj42A6ArzJzP1-oORK3HIHne6h7Gksbp,3.71,3.71 TON Ref#GAZTSNRUHA======,4890.0
2024-11-13 23:52:40,EQBfxq_tKm11b5qVnn0nBUICOq8-uTCe1oi2Gnn7m63PX-rd,3.45,3.45 TON Ref#GAZTSNRWG4======,7249.0
2024-11-13 23:53:09,EQDEfrAi5fycoTcuTBrRgS6RDWrv_Cuxr5N0PqtEXHyOFI7x,3.4,3.4 TON Ref#GAZTSNZTGA======,7839.0
2024-11-13 23:53:17,EQDP4jzCTjHkKi1hOCXQltQsRchZzDbspBa5jrmP8nC387k0,2.9,2.9 TON Ref#GAZTSNZUGQ======,17391.0
2024-11-13 23:53:38,EQArnVItE1NmDMpgcPNaBGHP2Y-SNmjYmJqzG2mv4YlPn_rP,4.21,4.21 TON Ref#GAZTSNZXHA======,3062.198106243314
2024-11-13 23:53:38,EQAx2Z3lUIpGwH4tUYlaWQBI-1wo5vzsBOXBgrtmQIZPXXBo,2.52,2.52 TON Ref#GAZTSNZZGA======,31425.4
2024-11-13 23:54:03,EQBGf88Ib2xpxp37Yx8FDOlqOXxtwPtbVwKoC48AzDXxdCSD,4.8,4.8 TON Ref#GAZTSOBRGU======,91.26666666666667
2024-11-13 23:54:03,EQDIIshpQlVll7LV14F1GCh6Pl3_6NnUa8--KlVkrNDDn1wf,3.14,3.14 TON Ref#GAZTSOBTGU======,11877.75
2024-11-13 23:54:04,EQCvWia1Af57GG1eVyPGyZQ1yyeXz8wSUyujNa5batAl_hSC,2.8,2.8 TON Ref#GAZTSNZRGU======,20281.0
2024-11-13 23:54:08,EQCGC9j4xS0tl-h0yrhPyNvoywwdllH0G-gBe97T6dyaiDgr,3.33,3.33 TON Ref#GAZTSOBTHA======,8900.0
2024-11-13 23:54:33,EQAYNRo-nuYbuAoUxMUbGI-_N6WY6DC8vOrF1Qa7npyNFYL4,4.41,4.41 TON Ref#GAZTSOBQG4======,1578.25
2024-11-13 23:55:00,EQDh7gkFthFXfJniIn1O5DC4LVD-KnqS0pU3gjf0skFONZbD,4.7,4.7 TON Ref#GAZTSOJSHA======,917.551724137931
2024-11-13 23:55:04,EQAu1-0W1r8C6OkqVsnoSrOCkalIk9cUYHyqUfGZTtxq9bTZ,4.7,4.7 TON Ref#GAZTSOBVGU======,917.551724137931
2024-11-13 23:55:37,EQAuJXH4kUtC_2DXyNrajL1nvnGJmbgbsVMIKrGhkehEWPAw,3.11,3.11 TON Ref#GAZTSOJYGQ======,12438.0
2024-11-13 23:55:53,EQA-Ys7zP2zVgAkaOPYcWcuQrfPGKIL1x3k8yvOiCf0gSL-j,2.39,2.39 TON Ref#GA2DAMBQHA======,38678.0
2024-11-13 23:56:01,EQDcYvWkSYB8kbQhhQicnn_8g4-mS-zh-F3-qaWKRrif2Zg7,3.64,3.64 TON Ref#GA2DAMBSGQ======,5421.0
2024-11-13 23:56:03,EQCmcj8JzY-pFk1RUNp2BDcNiFJvaj400rFzeYoJlRcR9LLU,3.05,3.05 TON Ref#GA2DAMBRGI======,13735.0
2024-11-13 23:56:12,EQBLTkmH65bbthBjELreedk004FTmGF8Jdw8YFv9uG3ubtfh,3.24,3.24 TON Ref#GA2DAMBUGE======,10138.0
2024-11-13 23:56:22,EQCJKfpMDbu0ta1PCRWYdgAyj_-hwFzARL7NbZqceGQQUWBN,3.49,3.49 TON Ref#GA2DAMBVHA======,6954.0
2024-11-13 23:56:26,EQB-BmQby_M3SpOgpnFG1U_inigN-UbqJEW-F-EQBJP1BDLw,1.65,1.65 TON Ref#GA2DAMBVGE======,124539.5
2024-11-13 23:56:43,EQARC7i47EC3y_EjTehpbffHElocnJluff9AFgjU8cV8h-L1,5.0,5 TON Ref#GA2DAMBYGM======,1.0
2024-11-13 23:56:48,EQCkAH6W6VPzhlWFdKeUHS7JdtgZh972lM0l79QlDwYOaqoG,3.16,3.16 TON Ref#GA2DAMBZGI======,11495.0
2024-11-13 23:56:50,EQCgWq0O-BeuODLv33vOLmrWC3Jh7ObhaRU60Wqt6t4L0h2q,3.74,3.74 TON Ref#GA2DAMBVG4======,4772.0
2024-11-13 23:57:06,EQBlVJ8H08-FWLk0ELYQ7ij_O-HNfDuZsxrpal0lw0-8yF04,3.0,3 TON Ref#GA2DAMJQG4======,14797.0
2024-11-13 23:58:18,EQDTcc00gcBnUkMGO_ps7VDir1z2rCO6P1vHHxjzC3pI0rse,2.1,2.1 TON Ref#GA2DAMRSGQ======,61240.666666666664
2024-11-13 23:58:26,EQBl23K7gUG8M1-N-g0447J4jJegC8YPEYPSumI-knmhInwp,3.31,3.31 TON Ref#GA2DAMJYHA======,9077.0
2024-11-13 23:58:53,EQDvoQP30M4KXf93IPihmYvWUD-wRUq9aZe3u3fXRhcDzjvg,3.6,3.6 TON Ref#GA2DAMRXGA======,5775.0
2024-11-13 23:59:10,EQAND5sHZaCQv2XLP5Y5xF9ETwluXSGxnHmvzJzBtXIBIOz4,2.67,2.67 TON Ref#GA2DAMRYHA======,24821.0
2024-11-13 23:59:17,EQCo9olN3h-FNqUHHD_GOxTKZ6Ng3NGoQRpfFU0BTIzM13_t,3.63,3.63 TON Ref#GA2DAMRZG4======,5480.0
2024-11-13 23:59:20,EQCyWdnvhB9nfYePOnKbJ75OJ1EIaBJGMSyl-XBW6ZgXbRHA,3.26,3.26 TON Ref#GA2DAMRYGU======,9962.0
2024-11-13 23:59:20,EQDgUxG5gIR3Lfx3k0CrCu5QfQqnKHo8e25udSPdOLcLjJOL,3.5,3.5 TON Ref#GA2DAMRZGI======,6895.0
2024-11-13 23:59:53,EQBX5utQKDfzjO13kfHob9xzzJRlntCm29KW7lR7rQrQcBDn,2.56,2.56 TON Ref#GA2DAMZTGI======,29499.333333333332
2024-11-14 00:00:10,EQApni_12W0bF058rh47-l04tyTm4oSXU_dZwES0IJY8JIDy,4.29,4.29 TON Ref#GA2DAMZUGY======,1907.3333333333333
2024-11-14 00:00:49,EQByNGLie_pQfFhOEHfYeGwl-wV1YTffyYhKfhWFLFgdtSkF,4.71,4.71 TON Ref#GA2DANBQGU======,712.8928571428571
2024-11-14 00:00:52,EQBcCWo1BOrGItxho1kDKum8W3HO3YsYs9wFXKST1xn-8jNP,4.7,4.7 TON Ref#GA2DANBQGI======,917.551724137931
2024-11-14 00:00:56,EQCL8ZB4sG6LD7E55WKiJfhDY17CS5b22RhFkifWtoEzdo-B,3.46,3.46 TON Ref#GA2DANBRGE======,7131.0
2024-11-14 00:00:56,EQC6dVNywzn83AhIk1gzl9s9VKxFZE-V1qHfMg0QBrKIQW8f,3.67,3.67 TON Ref#GA2DANBRGM======,5185.0
